,avgLearningHours,tagline,name,partnerLogos,isPartOfCourseraPlus,productDurationEnum,subtitleLanguage,productDifficultyLevel,enrollments,partners,language,entityType,numProductRatings,allLanguageCodes,avgProductRating,skills,imageUrl,isCourseFree,objectUrl,objectID,_snippetResult.description.value,_highlightResult.name.value
156,,"Become a Business-Savvy Music Producer
Offered by Berklee College of Music",The Business of Music Production,['http://coursera-university-assets.s3.amazonaws.com/86/a7cda046f711e7a0d469a7ae562564/Berklee_Logo_Stacked_RGB.png'],TRUE,3+ Months,[],Beginner,139011,['Berklee College of Music'],English,SPECIALIZATION,4548,['en'],4.814116095,"['Accounting', 'Brand Management', 'Business Analysis', 'Communication', 'Contract Management', 'Creativity', 'Critical Thinking', 'Entrepreneurship', 'General Accounting', 'Human Computer Interaction', 'Human Resources', 'Law', 'Leadership and Management', 'Marketing', 'Media Production', 'Music', 'Research and Design', 'Strategy and Operations', 'Talent Management', 'User Experience']",https://d15cw65ipctsrr.cloudfront.net/6d/47e79d16394422a3622e9e3b24fb18/180529AdamCo-129.jpg,FALSE,/specializations/business-music-production,s12n~lI_AonWQEemHcw4o4c-y2g,"In the current music industry, it is crucial that artists and producers are armed with a clear understanding of how",The Business of Music Production
157,10,Offered by University of Virginia,Fundamentals of Project Planning and Management,['https://coursera-university-assets.s3.amazonaws.com/f2/9b83af4f4a200e807feeb2969f02c9/uva_logo.png'],FALSE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Hungarian']",Beginner,247999,['University of Virginia'],English,COURSE,6864,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'hu', 'en']",4.746066434,"['Strategy and Operations', 'Planning', 'Supply Chain and Logistics', 'Risk Management', 'Leadership and Management', 'Project', 'Project Planning', 'Entrepreneurship', 'Finance', 'Agile Software Development', 'Risk', 'Project Management', 'Project Plan', 'Probability & Statistics']",https://s3.amazonaws.com/coursera-course-photos/c0/f03b80bb7311e4a5f827cf3ce5bc88/PMMOOCImage.jpg,FALSE,/learn/uva-darden-project-management,course~VcGV0kxGEeWKRQoYMLwAUw,"Projects are all around us. Virtually every organization runs projects, either formally or informally. We are engaged in projects at",Fundamentals of Project Planning and Management
158,11,Offered by Google,Process Data from Dirty to Clean,['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,1-3 Months,[],Beginner,164165,['Google'],English,COURSE,5232,['en'],4.8125,"['Spreadsheet', 'Cleaning', 'Data Analysis', 'Business Analysis', 'Computer Programming', 'Data Model', 'Spreadsheet Software', 'SQL', 'Statistical Programming', 'Computer Programming Tools', 'Extract, Transform, Load', 'Other Programming Languages', 'Data Management', 'Probability & Statistics', 'Databases', 'Database Design']",https://s3.amazonaws.com/coursera-course-photos/2c/2a7839ebf4418ea792359342248476/1200x600_certsResize_3.png,FALSE,/learn/process-data,course~c9dt2Qp9Eeuf7w5EwYPThw,This is the fourth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed,Process Data from Dirty to Clean
159,,"Pursue your passion and improve your productivity
Offered by Microsoft",Microsoft 365 Fundamentals,['http://coursera-university-assets.s3.amazonaws.com/46/64c3f350f74186ace99af2238f58db/Microsoft-icn_sq_360x360.png'],TRUE,1-3 Months,[],Beginner,19562,['Microsoft'],English,SPECIALIZATION,193,['en'],4.766839378,"['Business Analysis', 'Business Communication', 'Communication', 'Creativity', 'Data Analysis', 'Data Analysis Software', 'Entrepreneurship', 'Microsoft Excel', 'Presentation', 'Research and Design', 'Spreadsheet Software']",https://d15cw65ipctsrr.cloudfront.net/6a/860a1ff6e74f3287212e07e31eff6c/Microsoft-365-Fundamentals-01.png,FALSE,/specializations/microsoft-365-fundamentals,s12n~QmklFUecEeyFog7F0WBotw,This Specialization is intended to help all novice computer users get up to speed with Microsoft 365 quickly. It covers,Microsoft 365 Fundamentals
160,,"Write, Record, and Produce Your Own Music
Offered by Berklee College of Music",The DIY Musician,['http://coursera-university-assets.s3.amazonaws.com/86/a7cda046f711e7a0d469a7ae562564/Berklee_Logo_Stacked_RGB.png'],TRUE,3+ Months,"['French', 'Portuguese (Portugal)', 'Russian', 'Spanish']",Beginner,188168,['Berklee College of Music'],English,SPECIALIZATION,3099,"['en', 'fr', 'pt', 'ru', 'es']",4.728525331,"['Brand Management', 'Communication', 'Computer Graphics', 'Creativity', 'Entrepreneurial Finance', 'Entrepreneurship', 'Human Computer Interaction', 'Interactive Design', 'Leadership and Management', 'Marketing', 'Media Production', 'Music', 'Public Relations', 'Research and Design', 'Storytelling', 'User Experience', 'Writing']",https://d15cw65ipctsrr.cloudfront.net/d3/c13dfb8548493db241e1e0dbe1ac15/180529AdamCo-72.jpg,FALSE,/specializations/diy-musician,s12n~H2wc2HWQEemlgBJYdOOXmg,"With social media platforms and powerful recording technology at your fingertips, it?�s easier now than ever before to create",The DIY Musician
161,15,Offered by Google,Project Planning: Putting It All Together,['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,1-3 Months,[],Beginner,105656,['Google'],English,COURSE,4028,['en'],4.823982125,"['Strategy and Operations', 'Risk Management', 'Supply Chain and Logistics', 'Software Testing', 'Leadership and Management', 'Project Planning', 'Operations Management', 'Vendor Management', 'Operations Research', 'Planning', 'Entrepreneurship', 'Software Engineering', 'Project', 'Communication', 'Marketing', 'Probability & Statistics', 'Finance', 'Project Management', 'Supply Chain Systems', 'Project Plan', 'Public Relations', 'Procurement', 'Budget Management', 'Research and Design', 'Risk']",https://s3.amazonaws.com/coursera-course-photos/75/0f6327601d444da1545fc560bc5ac4/1200x600_certsResize_2.png,FALSE,/learn/project-planning-google,course~n518dwp9EeuiRg5-nJvwRw,This is the third course in the Google Project Management Certificate program. This course will explore how to map out,Project Planning: Putting It All Together
162,,"Develop Your Creativity as a Music Producer
Offered by Berklee College of Music",Music Production,['http://coursera-university-assets.s3.amazonaws.com/86/a7cda046f711e7a0d469a7ae562564/Berklee_Logo_Stacked_RGB.png'],TRUE,3+ Months,"['Chinese (China)', 'Portuguese (Brazil)', 'Spanish']",Beginner,122755,['Berklee College of Music'],English,SPECIALIZATION,2590,"['zh', 'en', 'pt', 'es']",4.773166023,"['Communication', 'Creativity', 'Electronics', 'Entrepreneurship', 'Human Computer Interaction', 'Media Production', 'Music', 'Planning', 'Research and Design', 'User Experience']",https://d15cw65ipctsrr.cloudfront.net/7d/a1a8c021e611e68279fd98c5d9bfb4/SPN2.B.jpg,FALSE,/specializations/music-production,s12n~zkV7-RZKEea3nArFC-QKGw,This Specialization will give you the knowledge and tools you need to record and produce professional sounding music. You will,Music Production
163,,"Learn How to Maximize Your Potential
Offered by University of Pennsylvania",Achieving Personal and Professional Success,['https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png'],TRUE,1-3 Months,"['Arabic', 'Chinese (China)', 'Chinese (Traditional)', 'French', 'German', 'Italian', 'Portuguese (Brazil)', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Tamil', 'Turkish', 'Vietnamese']",Beginner,163155,['University of Pennsylvania'],English,SPECIALIZATION,2713,"['ar', 'zh', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'ta', 'tr', 'vi']",4.713011426,"['Adaptability', 'Business Psychology', 'Communication', 'Decision Making', 'Entrepreneurship', 'Human Learning', 'Leadership and Management', 'Marketing', 'Personal Advertisement', 'Sales', 'Strategy', 'Strategy and Operations']",https://d15cw65ipctsrr.cloudfront.net/a2/4fb4c0e34511e695703bc9de1193a2/AchievingPersonal_ProfessionalSuccess-SQUARE_LOGO.jpg,FALSE,/specializations/wharton-success,s12n~WdOb7OMUEeakrQ7tUiiIWg,"Based on four of the most popular courses taught at the Wharton School, Achieving Personal and Professional Success is designed",Achieving Personal and Professional Success
164,,"Advance Your Knowledge in Financial Engineering
Offered by Columbia University",Financial Engineering and Risk Management,['http://coursera-university-assets.s3.amazonaws.com/2f/8bf130459a11e78f3f93ee93db5719/cu_collegiate_blue.png'],TRUE,3+ Months,['Korean'],Intermediate,10272,['Columbia University'],English,SPECIALIZATION,52,"['en', 'ko']",4.423076923,"['Accounting', 'Algebra', 'Analysis', 'Applied Mathematics', 'Audit', 'Calculus', 'Finance', 'Investment Management', 'Leadership and Management', 'Linear Algebra', 'Mathematical Optimization', 'Mathematical Theory & Analysis', 'Mathematics', 'Modeling', 'Probability', 'Probability & Statistics', 'Risk', 'Risk Management']",https://d15cw65ipctsrr.cloudfront.net/b9/0c619aede341858f59410b70c1178a/shutterstock_1923576143-1-.jpg,FALSE,/specializations/financialengineering,s12n~aRxESQNMEeuH3Q6N8dCjzw,This specialization is intended for aspiring learners and professionals seeking to hone their skills in the quantitative finance area. Through,Financial Engineering and Risk Management
165,,"Launch your career in cloud computing
Offered by Microsoft",Microsoft Azure Fundamentals AZ-900 Exam Prep,['http://coursera-university-assets.s3.amazonaws.com/46/64c3f350f74186ace99af2238f58db/Microsoft-icn_sq_360x360.png'],TRUE,3+ Months,[],Beginner,41448,['Microsoft'],English,SPECIALIZATION,1105,['en'],4.622443439,"['Business Psychology', 'Cloud Computing', 'Cloud Computing Security', 'Cloud Platforms', 'Communication', 'Computer Architecture', 'Computer Graphics', 'Computer Networking', 'Cost', 'Data Management', 'DevOps', 'Entrepreneurship', 'Finance', 'Human Computer Interaction', 'Interactive Design', 'Leadership and Management', 'Machine Learning', 'Marketing', 'Microsoft Azure', 'Modeling', 'Network Architecture', 'Network Security', 'Operating Systems', 'Operations Management', 'Organizational Development', 'Project Management', 'Regulations and Compliance', 'Scaling', 'Security', 'Security Engineering', 'Software Architecture', 'Software Engineering', 'Software Security', 'Strategy and Operations', 'Supply Chain Systems', 'Supply Chain and Logistics', 'System Security', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/97/c409d12ea2465497d61f52e8e1057d/fundamentals_certificate-01.png,FALSE,/specializations/microsoft-azure-fundamentals-az-900,s12n~n8wVF2gBEeu-4RJMZjt8Ew,"Cloud computing is rapidly expanding into all areas of businesses, creating new and exciting career opportunities. These opportunities cover a",Microsoft Azure Fundamentals AZ-900 Exam Prep
166,,"Ready Yourself for a Changing World
Offered by Institute for the Future",Futures Thinking,['http://coursera-university-assets.s3.amazonaws.com/fb/566ebdd25f4126acf5cd1996fb43cf/IFTF-Logo-square_-180x180.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,40881,['Institute for the Future'],English,SPECIALIZATION,1178,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.817147708,"['Business Analysis', 'Communication', 'Creativity', 'Critical Thinking', 'Entrepreneurship', 'Finance', 'Forecasting', 'Human Computer Interaction', 'Leadership and Management', 'Marketing', 'Operations Research', 'Probability & Statistics', 'Research and Design', 'Sales', 'Simulation', 'Strategy', 'Strategy and Operations']",https://d15cw65ipctsrr.cloudfront.net/09/6e952d409c49699d5975c5c5ab16ea/Starry-Sky-600x600.jpg,FALSE,/specializations/futures-thinking,s12n~8nzsrYHOEemBRxKrkle_-g,Do you want to think about the future with more creativity and optimism? Do you want to see what?�s,Futures Thinking
167,,,Google Cloud Digital Leader Training,['http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png'],TRUE,3+ Months,[],Beginner,39988,['Google Cloud'],English,PROFESSIONAL CERTIFICATE,2105,['en'],4.750688836,"['Business Analysis', 'Business Transformation', 'Cloud API', 'Cloud Computing', 'Cloud Platforms', 'Data Management', 'Data Warehousing', 'Entrepreneurship', 'Google Cloud Platform', 'Innovation', 'Leadership and Management', 'Machine Learning', 'Research and Design']",https://d15cw65ipctsrr.cloudfront.net/20/759964989244b2b7f003a2901348a1/Cloud_Digital_Leader_Specialization_1200x1200_dark.png,FALSE,/professional-certificates/google-cloud-digital-leader-training,s12n~jt_z-slqEeuLfg5DgpVRTQ,The Cloud Digital Leader training consists of a course series designed to give you foundational knowledge about cloud technology and,Google Cloud Digital Leader Training
168,,"Craft Your Story Like the Great Writers
Offered by Wesleyan University",Creative Writing,['https://coursera-university-assets.s3.amazonaws.com/13/7948a0d50011e58bd959a86470a32c/ACM15324_Coursera_SquareLogo_0112_SF.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Hungarian', 'Italian', 'Polish', 'Portuguese (Portugal)', 'Russian', 'Serbian', 'Spanish', 'Vietnamese']",Beginner,247471,['Wesleyan University'],English,SPECIALIZATION,5233,"['ar', 'en', 'fr', 'de', 'hu', 'it', 'pl', 'pt', 'ru', 'sr', 'es', 'vi']",4.651614753,['Communication'],https://d15cw65ipctsrr.cloudfront.net/ec/6188d0bef811e5a79bdb64213bc357/sketch_cw.png,FALSE,/specializations/creative-writing,s12n~Z3IV2rMAEeW3mhLW1_Ertw,"This Specialization covers elements of three major creative writing genres: short story, narrative essay, and memoir. You will master the",Creative Writing
169,,"Build Your Data Science Skills with R & SQL
Offered by IBM",Applied Data Science with R,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,3+ Months,[],Beginner,14149,['IBM'],English,SPECIALIZATION,216,['en'],4.434722222,"['Advertising', 'Communication', 'Computer Programming', 'Data Analysis', 'Data Management', 'Data Visualization', 'Databases', 'Extract, Transform, Load', 'General Statistics', 'Marketing', 'Mathematics', 'Plot (Graphics)', 'Probability & Statistics', 'R Programming', 'Regression', 'SQL', 'Statistical Programming', 'Statistical Visualization']",https://d15cw65ipctsrr.cloudfront.net/a4/931c0cbff843738141776101c5120a/DataSciencewithR-Specialization.jpg,FALSE,/specializations/applied-data-science-r,s12n~rHB3CJbpEeuYEBKGpndRbw,This Specialization is intended for anyone with a passion for learning who is seeking to develop the job-ready skills,Applied Data Science with R
170,,"Drugs: From Target Discovery to Patients
Offered by University of California San Diego",Drug Development Product Management,['https://coursera-university-assets.s3.amazonaws.com/4b/a551cb6e1307836a21059a79e7ae70/UCSanDiego-Coursera-square.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,137611,['University of California San Diego'],English,SPECIALIZATION,4939,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.6420328,"['Accounting', 'Bioinformatics', 'Entrepreneurship', 'Experiment', 'General Accounting', 'General Statistics', 'Human Resources', 'Leadership Development', 'Leadership and Management', 'Marketing', 'Probability & Statistics', 'Sales', 'Strategy', 'Strategy and Operations']",https://d15cw65ipctsrr.cloudfront.net/e4/51eedf52924f62818a5dc278ea12ee/SSPPS.png,FALSE,/specializations/drug-development-product-management,s12n~ELZ4zPnXEeq4IA6XC2JLDQ,"Pharmaceutical and biotech companies are spending years and millions of dollars developing drugs or promising new biologics, all with the",Drug Development Product Management
171,,"Learn about Global Procurement and Sourcing
Offered by Rutgers the State University of New Jersey",Global Procurement and Sourcing,['https://coursera-university-assets.s3.amazonaws.com/b6/9fefe03aa411e4a4351b48ac74e750/RU_SIG_ST_RED_100K_360.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Javanese', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,27647,['Rutgers the State University of New Jersey'],English,SPECIALIZATION,1237,"['ar', 'en', 'fr', 'de', 'it', 'jv', 'pt', 'ru', 'es', 'vi']",4.700323363,"['Change Management', 'Communication', 'Contract Management', 'Finance', 'Leadership and Management', 'Marketing', 'Negotiation', 'Operations Research', 'Planning', 'Procurement', 'Research and Design', 'Risk Management', 'Sales', 'Strategy', 'Strategy and Operations', 'Supplier Relationship Management', 'Supply Chain and Logistics']",https://d15cw65ipctsrr.cloudfront.net/5f/b44b0041f74dc890a6943b6f47f488/Unknown-9.jpg,FALSE,/specializations/procurement-sourcing,s12n~Rj6bsW3zEeqg1hJMpsVhyw,"We will start with a ?�proven??model for Strategic Sourcing, then move on to the very important topic of Supplier",Global Procurement and Sourcing
172,,"
Offered by INSEAD",Blockchain Revolution in Financial Services,['http://coursera-university-assets.s3.amazonaws.com/c9/3ab5b8385f4809ac01eff7e499d23f/L-png-roundel-RGB-green.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,23186,['INSEAD'],English,SPECIALIZATION,772,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.686787565,"['BlockChain', 'Communication', 'FinTech', 'Finance', 'Marketing', 'Operating Systems', 'Planning', 'Problem Solving', 'Security Engineering', 'Software Security', 'Strategy and Operations', 'System Security']",https://d15cw65ipctsrr.cloudfront.net/05/b42e057f2c455e9a3103614f181bbb/specialization_thumbnail_fs_2022.png,FALSE,/specializations/blockchain-financial-services,s12n~Ve2IXg1LEeqsqw5FzfwCIQ,"As the Internet was the first digital medium for information, blockchain is the first native digital medium for value. Blockchain",Blockchain Revolution in Financial Services
173,,"Build Data Analysis and Business Modeling Skills
Offered by Rice University",Business Statistics and Analysis,['http://coursera-university-assets.s3.amazonaws.com/3a/043acda9fb458194d1cbcd38ca6d5c/Rice_Logo_280_Blue_Square.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Tamil', 'Vietnamese']",Beginner,252603,['Rice University'],English,SPECIALIZATION,11000,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'ta', 'vi']",4.711290909,"['Algebra', 'Analysis', 'Business Analysis', 'Computer Programming', 'Correlation And Dependence', 'Data Analysis', 'Data Analysis Software', 'Data Management', 'Data Mining', 'Data Visualization', 'Experiment', 'General Statistics', 'Hypothesis', 'Hypothesis Testing', 'Mathematics', 'Probability & Statistics', 'Probability Distribution', 'Regression', 'Spreadsheet Software', 'Statistical Analysis', 'Statistical Hypothesis Testing', 'Statistical Tests', 'Statistical Visualization']",https://d15cw65ipctsrr.cloudfront.net/13/e8a8105b4e11e68371c1048c1e5df4/ChartsGraphsTabletThumb.jpg,FALSE,/specializations/business-statistics-analysis,s12n~gZBrs7vSEeWQ9xLvZ6r9Zw,The Business Statistics and Analysis Specialization is designed to equip you with a basic understanding of business data analysis tools,Business Statistics and Analysis
174,,"Launch Your Career in Data Engineering
Offered by Microsoft",Microsoft Azure Data Engineering Associate DP-203 Exam Prep,['http://coursera-university-assets.s3.amazonaws.com/46/64c3f350f74186ace99af2238f58db/Microsoft-icn_sq_360x360.png'],TRUE,3+ Months,[],Intermediate,9758,['Microsoft'],English,SPECIALIZATION,196,['en'],4.374489796,"['Analytics', 'Apache', 'Application Development', 'Big Data', 'Business Psychology', 'Cloud Computing', 'Cloud Storage', 'Computational Logic', 'Computer Networking', 'Computer Programming', 'Data Management', 'Data Warehousing', 'Databases', 'Entrepreneurship', 'Leadership and Management', 'Mathematical Theory & Analysis', 'Mathematics', 'Microsoft Azure', 'Network Security', 'NoSQL', 'Organizational Development', 'SQL', 'Security', 'Security Engineering', 'Security Strategy', 'Software Engineering', 'Software Engineering Tools', 'Statistical Programming', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/1b/7d944ad08d4361bc8480d1bd335065/fundamentals_certificate-01.png,FALSE,/specializations/microsoft-azure-dp-203-data-engineering,s12n~DeJdLtXOEeu69xLfM2wP0Q,This Specialization is intended for data engineers and developers who want to demonstrate their expertise in designing and implementing data,Microsoft Azure Data Engineering Associate DP-203 Exam Prep
175,12,Offered by IBM,Introduction to Cybersecurity Tools & Cyber Attacks,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,213586,['IBM'],English,COURSE,9772,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.544310274,"['Security Engineering', 'Network Security', 'Computer Networking', 'Theoretical Computer Science', 'Computer Security Incident Management', 'Security', 'Cyberattacks', 'Software Security', 'System Security']",https://s3.amazonaws.com/coursera-course-photos/a1/4d3f79658647c595a756fba0e715e8/hacker.png,FALSE,/learn/introduction-cybersecurity-cyber-attacks,course~0FMl8S8GEemvsQrYkluC5g,"This course gives you the background needed to understand basic Cybersecurity.  You will learn the history of Cybersecurity, types and",Introduction to Cybersecurity Tools & Cyber Attacks
176,,,Salesforce Sales Development Representative,"['http://coursera-university-assets.s3.amazonaws.com/72/51d0a967254363b3c2c35be6c09b99/Salesforce-Institution-Square-180px-.png', 'http://coursera-university-assets.s3.amazonaws.com/cf/866c036fb643e5944584c22bf3e50f/Institution_Logo.png']",TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,22108,"['Salesforce', 'SV Academy']",English,PROFESSIONAL CERTIFICATE,192,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.488541667,"['Cloud Computing', 'Communication', 'Customer Relationship Management', 'Entrepreneurship', 'Finance', 'Leadership and Management', 'Marketing', 'Planning', 'Sales', 'Social Media', 'Software As A Service', 'Strategy and Operations']",https://d15cw65ipctsrr.cloudfront.net/ed/96c1a56aa14d9f80cb17f7db8ef189/Group-35.png,FALSE,/professional-certificates/sales-development-representative,s12n~kp_FWsq_EeqCbA5r8FtmZQ,"If you?�ve always wanted a rewarding career, the tech sales industry may be the path for you. If you",Salesforce Sales Development Representative
177,11,Offered by Universit? Bocconi,Private Equity and Venture Capital,['https://coursera-university-assets.s3.amazonaws.com/26/efd1b0521511e598980721fa57d546/logo_180x180.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Mixed,163334,['Universit? Bocconi'],English,COURSE,6500,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.773538462,"['Accounting', 'Finance', 'Stock', 'Investment Management']",https://s3.amazonaws.com/coursera-course-photos/39/e5acd0346611e5b80461999c2a9a44/financial.jpg,TRUE,/learn/private-equity,course~84pGjiPgEeWKeQ6ae81EbQ,"The course deals with the analysis of the private equity and venture capital business. \nOver the course, students will be",Private Equity and Venture Capital
178,9,Offered by IBM,Tools for Data Science,['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png'],FALSE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Persian']",Beginner,272789,['IBM'],English,COURSE,23676,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'fa', 'en']",4.5099679,"['Data Analysis', 'Computer Programming', 'SPSS', 'Statistical Programming', 'Python Programming', 'Machine Learning', 'Data Management', 'R Programming']",https://s3.amazonaws.com/coursera-course-photos/f4/acffe00bd811e8bfabed507b508fa4/ds0105en-square.png,FALSE,/learn/open-source-tools-for-data-science,course~oCBU5_VYEeeBQA7SG0nILA,"What are some of the most popular data science tools, how do you use them, and what are their features",Tools for Data Science
179,,"Learn the Foundations of Human Anatomy
Offered by University of Michigan",Anatomy,['https://coursera-university-assets.s3.amazonaws.com/70/de505d47be7d3a063b51b6f856a6e2/New-Block-M-Stacked-Blue-295C_600x600.png'],TRUE,3+ Months,"['Arabic', 'Catalan', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,106067,['University of Michigan'],English,SPECIALIZATION,3014,"['ar', 'ca', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.823556735,['Anatomy'],https://d15cw65ipctsrr.cloudfront.net/ea/70ac90fa5f11e883fa1bb2c04bcfc7/anatomy_specialization_1x1.png,FALSE,/specializations/anatomy,s12n~JnwOifc9Eeilig44CSYEuA,"In this Specialization you will explore human anatomy using a systems approach, and a vast library of multimedia materials, so",Anatomy
180,19,"Offered by University of London, and London Business School","Brand Management: Aligning Business, Brand and Behaviour","['http://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png', 'https://coursera-university-assets.s3.amazonaws.com/b6/33f6b02db811e68ea171cf720e163e/LBS-72-height.png']",TRUE,1-3 Months,"['German', 'Russian', 'Spanish', 'Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese']",Beginner,274210,"['University of London', 'London Business School']",English,COURSE,5453,"['de', 'ru', 'es', 'ar', 'fr', 'pt', 'it', 'vi', 'en']",4.860810563,"['Strategy and Operations', 'Brand', 'Sales', 'Marketing', 'Leadership and Management', 'Finance', 'Employment', 'Customer Success', 'Customer Relationship Management', 'Brand Management', 'Stock']",https://s3.amazonaws.com/coursera-course-photos/9a/eaaf20143211e5865e25d5c1659a56/MOOC-logo_wide.jpg,TRUE,/learn/brand,course~-8cOpydnEeaTvRKF2VtmxQ,Professor Nader Tavassoli of London Business School contrasts traditional approaches to branding - where brands are a visual identity and a,"Brand Management: Aligning Business, Brand and Behaviour"
181,,,SAS Programmer,"['http://coursera-university-assets.s3.amazonaws.com/e3/6031554b29494289f4cc93d17af00d/fff.png', 'http://coursera-university-assets.s3.amazonaws.com/1f/b72625a1b2498f916b06ae0081b5c9/sas_square.png']",TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Persian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,78611,['SAS'],English,PROFESSIONAL CERTIFICATE,2581,"['ar', 'en', 'fr', 'de', 'it', 'fa', 'pt', 'ru', 'es', 'vi']",4.815575358,"['Business Analysis', 'Communication', 'Computer Programming', 'Computer Programming Tools', 'Data Analysis', 'Data Management', 'Databases', 'Language', 'Other Programming Languages', 'SAS (Software)', 'SQL', 'Statistical Programming']",https://d15cw65ipctsrr.cloudfront.net/f7/fb2aa0d85611e8a743d71c4407f947/89066_iconImage_EducationCoursera_aqua.jpg,FALSE,/professional-certificates/sas-programming,s12n~Kr5PUMsfEei0gQ5LxBrBWA,"When you complete the SAS® Base Programming courses, you will have demonstrated skills in manipulating and transforming data, combining",SAS Programmer
182,,"Transform Your Writing Skills
Offered by University of California, Irvine",Academic English: Writing,['https://coursera-university-assets.s3.amazonaws.com/39/31c7a00bb411e4b2adb7c560fb2da9/UCI_MB_PI_WM_300x300_YellowonBlue.png'],TRUE,3+ Months,"['Arabic', 'Catalan', 'Chinese (China)', 'French', 'German', 'Hindi', 'Italian', 'Persian', 'Portuguese (Brazil)', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Turkish', 'Vietnamese']",Beginner,820897,"['University of California, Irvine']",English,SPECIALIZATION,20769,"['ar', 'ca', 'zh', 'en', 'fr', 'de', 'hi', 'it', 'fa', 'pt', 'ru', 'es', 'tr', 'vi']",4.716076845,"['Academic Writing', 'Communication', 'Design and Product', 'Essay Writing', 'Grammar', 'Human Computer Interaction', 'Research and Design', 'User Research', 'Writing']",https://d396qusza40orc.cloudfront.net/phoenixassets/academic-english-s12n/academic-english%20%281%29.jpg,FALSE,/specializations/academic-english,s12n~_DKB-EeMEeWpwg5iaKtymQ,The skills taught in this Specialization will empower you to succeed in any college-level course or professional field. You,Academic English: Writing
