,avgLearningHours,tagline,name,partnerLogos,isPartOfCourseraPlus,productDurationEnum,subtitleLanguage,productDifficultyLevel,enrollments,partners,language,entityType,numProductRatings,allLanguageCodes,avgProductRating,skills,imageUrl,isCourseFree,objectUrl,objectID,_snippetResult.description.value,_highlightResult.name.value
380,,"
Offered by Johns Hopkins University",Data Science: Statistics and Machine Learning,['https://coursera-university-assets.s3.amazonaws.com/74/7ae340ec6911e5b395490a2a565172/JHU-Logo-Square-Mini_180px.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Intermediate,291530,['Johns Hopkins University'],English,SPECIALIZATION,6955,"['ar', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'vi']",4.36635514,"['Analysis', 'Business Analysis', 'Data Analysis', 'Data Visualization', 'Econometrics', 'Experiment', 'General Statistics', 'Machine Learning', 'Machine Learning Algorithms', 'Mathematics', 'Natural Language Processing', 'Plot (Graphics)', 'Probability & Statistics', 'R Programming', 'Regression', 'Regression Analysis', 'Statistical Analysis', 'Statistical Programming', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/df/0e03b6513a44e98f4a389e0ef61a42/Data-Science-Statistics-and-Machine-Learning.png,FALSE,/specializations/data-science-statistics-machine-learning,s12n~gONexdDqEemCcAqaM0I-aA,"Build models, make inferences, and deliver interactive data products.\n\nThis specialization continues and develops on the material from the",Data Science: Statistics and Machine Learning
381,,"
Offered by Johns Hopkins University",Epidemiology in Public Health Practice,['https://coursera-university-assets.s3.amazonaws.com/74/7ae340ec6911e5b395490a2a565172/JHU-Logo-Square-Mini_180px.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,61519,['Johns Hopkins University'],English,SPECIALIZATION,3728,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.702816524,"['Data Analysis', 'Data Visualization', 'Epidemiology', 'Geovisualization', 'Probability & Statistics']",https://d15cw65ipctsrr.cloudfront.net/35/894bb2c52548019e18700e4651a537/Epidemiology-in-Public-Health-Practice-Specialization-Logos-5-V2-06-06-1-.png,FALSE,/specializations/professional-epidemiology,s12n~_32zWIhbEemOWgrfcpVN7g,This specialization is intended for people working or aspiring to work in the field of public health at the local,Epidemiology in Public Health Practice
382,16,Offered by University of Pennsylvania,Introduction to Financial Accounting,['https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png'],TRUE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Chinese (China)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Japanese']",Mixed,260666,['University of Pennsylvania'],English,COURSE,7299,"['ar', 'fr', 'pt', 'zh', 'it', 'vi', 'de', 'ru', 'es', 'ja', 'en']",4.74297849,"['Analysis', 'Accounting', 'General Accounting', 'Balance Sheet', 'Finance', 'Financial Accounting', 'Financial Statement', 'Generally Accepted Accounting Principles (GAAP)']",https://s3.amazonaws.com/coursera-course-photos/b5/edc5c0e99011e6920bd9039f8ce9e5/Accounting_Coursera_Course_Thumb.png,FALSE,/learn/wharton-accounting,course~2iD7dxkvEeW9dA4X94-nLQ,"Master the technical skills needed to analyze financial statements and disclosures for use in financial analysis, and learn how accounting",Introduction to Financial Accounting
383,15,Offered by Google,Conduct UX Research and Test Early Concepts,['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,1-4 Weeks,[],Beginner,67198,['Google'],English,COURSE,1764,['en'],4.777777778,"['Presentation', 'Human Computer Interaction', 'User Research', 'Research Methods', 'Usability', 'User Experience', 'Design and Product', 'Usability Testing']",https://s3.amazonaws.com/coursera-course-photos/37/ab57dc4c844bb9b787f168d9c95d4c/1200x600_certsResize_2.png,FALSE,/learn/conduct-ux-research,course~U7e_Lgp-EeubJBIM7h4jow,Conduct UX Research and Test Early Concepts is the fourth course in a certificate program that will equip you with,Conduct UX Research and Test Early Concepts
384,,"Ace the IELTS Test
Offered by University of California, Irvine",IELTS Preparation,['https://coursera-university-assets.s3.amazonaws.com/39/31c7a00bb411e4b2adb7c560fb2da9/UCI_MB_PI_WM_300x300_YellowonBlue.png'],TRUE,1-3 Months,[],Beginner,34898,"['University of California, Irvine']",English,SPECIALIZATION,564,['en'],4.55106383,"['Business Psychology', 'Communication', 'Human Resources', 'Listening', 'Training', 'Writing']",https://d15cw65ipctsrr.cloudfront.net/a2/f289e68d5a4c57b8a1f79970294ca2/IELTS-Specialization-Logo.jpg,FALSE,/specializations/ielts-preparation,s12n~lyBX1nxxEeuMpQp-EX0CJQ,The IELTS Preparation courses in this specialization are intended for those seeking to boost their scores on the IELTS exam,IELTS Preparation
385,19,Offered by Google Cloud,Site Reliability Engineering: Measuring and Managing Reliability,['http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png'],TRUE,1-3 Months,['Spanish'],Intermediate,38529,['Google Cloud'],English,COURSE,706,"['es', 'en']",4.52407932,"['Software Architecture', 'Software Testing', 'Software Engineering', 'Theoretical Computer Science']",https://s3.amazonaws.com/coursera-course-photos/ed/f1c9d0e14111e889ece59127e0537b/Coursera-SRE-course-logo.png,FALSE,/learn/site-reliability-engineering-slos,course~zMg9YpBtEeiWbhI9enrBdA,Service level indicators (SLIs) and service level objectives (SLOs) are fundamental tools for measuring and managing reliability. In this course,Site Reliability Engineering: Measuring and Managing Reliability
386,11,Offered by University of Virginia,Managerial Accounting Fundamentals,['https://coursera-university-assets.s3.amazonaws.com/f2/9b83af4f4a200e807feeb2969f02c9/uva_logo.png'],FALSE,1-4 Weeks,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,41101,['University of Virginia'],English,COURSE,579,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.813471503,"['Cost Accounting', 'Cost', 'Leadership and Management', 'Accounting']",https://s3.amazonaws.com/coursera-course-photos/7d/251dc0dc2311e7862f37513baa6be7/MA_courseimage_final-01.png,FALSE,/learn/uva-darden-managerial-accounting,course~IMUdhjZyEeei6hJT8psMrA,"This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty",Managerial Accounting Fundamentals
387,,"Study the economics and finance of climate change
Offered by EDHEC Business School",Climate Change and Sustainable Investing,['http://coursera-university-assets.s3.amazonaws.com/71/b58f60350a11e98c061b3b5183ac62/edhec-logo-180x180.png'],TRUE,3+ Months,[],Beginner,3149,['EDHEC Business School'],English,SPECIALIZATION,70,['en'],4.732857143,"['Banking', 'Climate Change', 'Economics', 'Finance', 'Investment', 'Market (Economics)', 'Marketing', 'Modeling', 'Operations Research', 'Probability & Statistics', 'Research and Design', 'Risk', 'Risk Management', 'Statistical Tests', 'Strategy and Operations', 'Supply Chain Systems', 'Supply Chain and Logistics']",https://d15cw65ipctsrr.cloudfront.net/64/907dbfe86e4c60978f1fe863133b19/Image_specialisation_ClimateChange-6.jpg,FALSE,/specializations/climatechangeandsustainableinvesting,s12n~abMdxzldEeugvw5H26PldQ,This specialization aims to provide you with a better understanding of the complex relationships between climate change and economy and,Climate Change and Sustainable Investing
388,9,Offered by The University of Edinburgh,Animal Behaviour and Welfare,['https://coursera-university-assets.s3.amazonaws.com/a9/e4018cf6f3036dcc6762b8058a92f1/square.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Mixed,122952,['The University of Edinburgh'],English,COURSE,4198,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.797046212,"['Strategy and Operations', 'Business Analysis', 'Behavior', 'Research and Design', 'Animal']",https://s3.amazonaws.com/coursera-course-photos/e0/b9a9af76525b66801e0e89826b8414/ABW-Dog.jpg.jpeg,TRUE,/learn/animal-welfare,course~D5GKj_UHEeSBSSIAC7JSBQ,"Animal welfare has been described as a complex, multi-faceted public policy issue which includes important scientific, ethical, and other",Animal Behaviour and Welfare
389,,,IBM Mainframe Developer,"['http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png', 'http://coursera-university-assets.s3.amazonaws.com/91/3ae3bf6d924c9180182672d7302dab/LearnQuest-logo_1200x1200.png']",FALSE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,11859,"['IBM', 'LearnQuest']",English,PROFESSIONAL CERTIFICATE,717,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.681868898,"['Computational Thinking', 'Computer Architecture', 'Computer Programming', 'Cryptography', 'Distributed Computing Architecture', 'Hardware Design', 'Operating Systems', 'Other Programming Languages', 'Security Engineering', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/ea/9ec6b105254e979d29de7446bb34a2/COBOL-800x800.png,FALSE,/professional-certificates/ibm-mainframe-developer,s12n~URf1Ec-lEeupRA6ghdIhRw,Gain the job-ready skills for an entry-level mainframe programming role. Mainframe computers continue to power many mission-critical,IBM Mainframe Developer
390,15,Offered by University of Pennsylvania,Introduction to Python Programming,['https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png'],TRUE,1-4 Weeks,[],Beginner,27412,['University of Pennsylvania'],English,COURSE,500,['en'],4.388,"['Computer Programming', 'Python Programming', 'Statistical Programming']",https://s3.amazonaws.com/coursera-course-photos/a9/b7e2c6811a47f494a9360676f3f39b/590.png,FALSE,/learn/python-programming-intro,course~i_7JYlNJEeq6NwpG-k58_Q,This course provides an introduction to programming and the Python language.  Students are introduced to core programming concepts like data,Introduction to Python Programming
391,,"Become a More Effective Manager
Offered by University of California, Davis",Coaching Skills for Managers,['https://coursera-university-assets.s3.amazonaws.com/66/4d1f6067b511e599c247e28e57110c/Logo-B-for-Coursera.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Intermediate,67838,"['University of California, Davis']",English,SPECIALIZATION,1755,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.702507123,"['Algebra', 'Coaching', 'Communication', 'Entrepreneurship', 'Human Resources', 'Leadership and Management', 'Mathematics', 'Planning', 'Strategy and Operations']",https://d15cw65ipctsrr.cloudfront.net/f8/b40b00ba5a11e58ae18543e6165465/coaching_banner.jpg,FALSE,/specializations/coaching-skills-manager,s12n~WAWz4plFEeWuQhIPCjYhEw,"In this Specialization, you will learn the essential skills to coach people for improved performance. You will learn from Executive",Coaching Skills for Managers
392,,"Develop Powerful Interactive Software
Offered by University of California San Diego",Object Oriented Java Programming: Data Structures and Beyond,['https://coursera-university-assets.s3.amazonaws.com/4b/a551cb6e1307836a21059a79e7ae70/UCSanDiego-Coursera-square.png'],TRUE,3+ Months,"['Arabic', 'Chinese (China)', 'French', 'German', 'Italian', 'Korean', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Intermediate,334448,['University of California San Diego'],English,SPECIALIZATION,6715,"['ar', 'zh', 'en', 'fr', 'de', 'it', 'ko', 'pt', 'ru', 'es', 'vi']",4.675860015,"['Algorithms', 'Business Psychology', 'Communication', 'Computer Programming', 'Data Management', 'Data Structures', 'Entrepreneurship', 'Estimation', 'Graph Theory', 'Graphs', 'Human Resources', 'Interview', 'Java Programming', 'Javascript', 'Leadership and Management', 'Mathematics', 'Mobile Development', 'Probability & Statistics', 'Problem Solving', 'Programming Principles', 'Project Management', 'Statistical Tests', 'Strategy and Operations', 'Supply Chain and Logistics', 'Theoretical Computer Science', 'Web Development']",https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/UCSD_JavaProgrammingOODDS_Getty483605575.jpg,FALSE,/specializations/java-object-oriented,s12n~GAa2DkahEeWGYgrxbG8BSw,This Specialization covers intermediate topics in software development. You?�ll learn object-oriented programming principles that will allow you to,Object Oriented Java Programming: Data Structures and Beyond
393,,"Become proficient with Linux
Offered by LearnQuest",Learning Linux for LFCA Certification,['http://coursera-university-assets.s3.amazonaws.com/91/3ae3bf6d924c9180182672d7302dab/LearnQuest-logo_1200x1200.png'],TRUE,3+ Months,[],Beginner,8348,['LearnQuest'],English,SPECIALIZATION,256,['en'],4.56640625,"['Application Development', 'Cloud Computing', 'Computer Networking', 'Computer Programming', 'Computer Programming Tools', 'Data Management', 'Data Structures', 'Data Warehousing', 'Database Administration', 'Database Application', 'Databases', 'DevOps', 'Human Computer Interaction', 'Modeling', 'Network Security', 'NoSQL', 'Operating Systems', 'Programming Principles', 'Security', 'Security Engineering', 'Software Architecture', 'Software As A Service', 'Software Engineering', 'Software Engineering Tools', 'Systems Design', 'Theoretical Computer Science', 'User Experience', 'Version Control']",https://d15cw65ipctsrr.cloudfront.net/90/932fe45a40477ab5880f8abf6e4e93/LFCA.png,FALSE,/specializations/linux-for-lfca-certification,s12n~MPzZfRrmEeywqQq9vd4VwQ,This specialization is intended for beginners to learn how to become proficient in Linux programming. It will prepare you for,Learning Linux for LFCA Certification
394,20,Offered by Duke University,Introductory Human Physiology,['https://coursera-university-assets.s3.amazonaws.com/6d/3cb3e06c357d40ef60000fb3d12d72/dukesquare_blue.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Chinese (China)', 'Italian', 'Portuguese (Brazil)', 'Vietnamese', 'Korean', 'German', 'Russian', 'Spanish']",Mixed,401716,['Duke University'],English,COURSE,4217,"['ar', 'fr', 'pt', 'zh', 'it', 'vi', 'ko', 'de', 'ru', 'es', 'en']",4.754090586,['Biology'],https://s3.amazonaws.com/coursera/topics/humanphysio/large-icon.png,TRUE,/learn/physiology,course~Tr9rK6JtEeSwKiIACiONVg,"In this course, students learn to recognize and to apply the basic concepts that govern integrated body function (as an",Introductory Human Physiology
395,15,Offered by University of Pittsburgh,Clinical Terminology for International and U.S. Students,['http://coursera-university-assets.s3.amazonaws.com/c3/d941080263456d928aa9e370ba5141/medium_blue_0.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,89717,['University of Pittsburgh'],English,COURSE,2468,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.813614263,[],https://s3.amazonaws.com/coursera-course-photos/80/e05a90e7b211e5b86b2b6830952f1b/MP900433088.jpg,TRUE,/learn/clinical-terminology,course~6yVj1ucPEeWxKxKZYzDvkw,Understanding the clinical terms and abbreviations commonly used during verbal or written communication in U.S. hospitals is challenging. This,Clinical Terminology for International and U.S. Students
396,13,Offered by University of Pennsylvania,Introduction to Marketing,['https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Chinese (China)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Mixed,312229,['University of Pennsylvania'],English,COURSE,11466,"['ar', 'fr', 'pt', 'zh', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.765131694,"['Market Analysis', 'Strategy', 'Marketing Strategy', 'Brand', 'Brand Management', 'Media Strategy & Planning', 'Pricing', 'Communication', 'Customer Relationship Management', 'Marketing']",https://s3.amazonaws.com/coursera-course-photos/e1/c6bf80e99011e6a3f04f721ab5825e/Marketing_Coursera_Course_Thumb.png,FALSE,/learn/wharton-marketing,course~upla9lvsEeWylgpjfV1KVQ,"Taught by three of Wharton's top faculty in the marketing department, consistently ranked as the #1 marketing department",Introduction to Marketing
397,,"Learn RPA Design & Development with UiPath
Offered by UiPath",Robotic Process Automation (RPA),['http://coursera-university-assets.s3.amazonaws.com/e3/57b28a6ab34d2eac38731d97abea07/Square_logo_for_partner_landing_page_360x360.png'],TRUE,3+ Months,[],Beginner,3613,['UiPath'],English,SPECIALIZATION,83,['en'],4.748192771,"['Computer Programming', 'Computer Programming Tools', 'Data Analysis', 'Data Manipulation', 'Email', 'Microsoft Excel', 'Software Engineering', 'Software Testing', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/c7/8066a4ce9f41f4864d878f3800afb7/specialization_certification_logo.jpg,FALSE,/specializations/roboticprocessautomation,s12n~poo8tArSEeyOcRI3eVVltQ,The Robotic Process Automation (RPA) specialization offers comprehensive knowledge and professional-level skills focused on developing and deploying software robots,Robotic Process Automation (RPA)
398,,"
Offered by Google Cloud",Organizational Change and Culture for Adopting Google Cloud,['http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png'],TRUE,3+ Months,['Japanese'],Beginner,66072,['Google Cloud'],English,SPECIALIZATION,2870,"['en', 'ja']",4.709581882,"['Business Analysis', 'Business Psychology', 'Business Transformation', 'Change Management', 'Cloud API', 'Cloud Computing', 'Cloud Platforms', 'Computer Networking', 'Continuous Integration', 'DevOps', 'Entrepreneurship', 'Google Cloud Platform', 'Leadership and Management', 'Marketing', 'Project Management', 'Research and Design', 'Sales', 'Software Architecture', 'Software Engineering', 'Software Testing', 'Strategy', 'Strategy and Operations', 'Theoretical Computer Science']",https://d15cw65ipctsrr.cloudfront.net/a9/a990ab394d40e5a0cb7363e32b7372/newlogo_GCFUN.jpeg,FALSE,/specializations/organizational-change-and-culture-for-adopting-google-cloud,s12n~ojCmGDZ2Eeut8hLuCGE6aQ,Understanding organizational adoption of Google Cloud. This series of courses starts with the basics of digital transformation and Google Cloud,Organizational Change and Culture for Adopting Google Cloud
399,10,Offered by Amazon Web Services,AWS Cloud Technical Essentials,['http://coursera-university-assets.s3.amazonaws.com/a4/7cd68a658840ddbb95c38cdd0bbc8e/aws-logo-icon-PNG-Transparent-Background.png'],TRUE,1-4 Weeks,[],Beginner,79321,['Amazon Web Services'],English,COURSE,2004,['en'],4.776447106,"['Computer Programming', 'Web', 'Cloud Load Balancing', 'Amazon Web Services', 'Databases', 'Cloud Computing']",https://s3.amazonaws.com/coursera-course-photos/9a/80a1b9bddd4e2bb7e231a18b88c2b3/Tech-Ess-Thumb-Coursera-purple.png,FALSE,/learn/aws-cloud-technical-essentials,course~dQdSvWdUEeuI4Aqy1at7YQ,Are you in a technical role and want to learn the fundamentals of AWS? Do you aspire to have a,AWS Cloud Technical Essentials
400,,"
Offered by University of Colorado Boulder",Data Science Foundations: Data Structures and Algorithms,['https://coursera-university-assets.s3.amazonaws.com/bb/16e85962a963ab3546196705d25865/CUBoulder_360x360.png'],TRUE,3+ Months,[],Advanced,13862,['University of Colorado Boulder'],English,SPECIALIZATION,141,['en'],4.641843972,"['Algorithms', 'Computational Logic', 'Computer Programming', 'Data Management', 'Data Structures', 'Entrepreneurship', 'Graph Theory', 'Graphs', 'Leadership and Management', 'Mathematical Theory & Analysis', 'Mathematics', 'Operating Systems', 'Operations Research', 'Programming Principles', 'Research and Design', 'Strategy and Operations', 'System Programming', 'Theoretical Computer Science', 'Time Management']",https://d15cw65ipctsrr.cloudfront.net/b0/73c42fb4f443b0a802d5bed01add87/1325192.jpg,FALSE,/specializations/boulder-data-structures-algorithms,s12n~i2ONOVXeEeuKfwqR7UVd4w,Building fast and highly performant data science applications requires an intimate knowledge of how data can be organized in a,Data Science Foundations: Data Structures and Algorithms
401,3,Offered by Google,Google Data Analytics Capstone: Complete a Case Study,['http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png'],TRUE,1-4 Weeks,[],Beginner,102888,['Google'],English,COURSE,3741,['en'],4.783213045,"['Business Analysis', 'Analysis', 'Data Analysis', 'Strategy and Operations', 'Change Management', 'Leadership and Management', 'Data Visualization Software', 'Software', 'Statistical Programming', 'Case Study']",https://s3.amazonaws.com/coursera-course-photos/a7/ff93cde32647b5b12f0530f051e14b/certs_squareresize1.png,FALSE,/learn/google-data-analytics-capstone,course~m0fACXB0EeulIxJCZb_vVQ,This course is the eighth course in the Google Data Analytics Certificate. You?�ll have the opportunity to complete an,Google Data Analytics Capstone: Complete a Case Study
402,,"Start Your Career in Machine Learning for Trading
Offered by New York Institute of Finance, and Google Cloud, and New York Institute of Finance, and Google Cloud",Machine Learning for Trading,"['http://coursera-university-assets.s3.amazonaws.com/e2/5cf8d5be074565a05ee2731a24a14b/180logo_nyif.png', 'http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png', 'http://coursera-university-assets.s3.amazonaws.com/e2/5cf8d5be074565a05ee2731a24a14b/180logo_nyif.png', 'http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png']",TRUE,1-3 Months,"['French', 'Portuguese (Portugal)', 'Russian', 'Spanish']",Intermediate,41622,"['New York Institute of Finance', 'Google Cloud', 'New York Institute of Finance', 'Google Cloud']",English,SPECIALIZATION,925,"['en', 'fr', 'pt', 'ru', 'es']",3.901513514,"['Accounting', 'Artificial Neural Networks', 'Business Analysis', 'Cloud Computing', 'Computer Programming', 'Data Analysis', 'Finance', 'Financial Analysis', 'General Statistics', 'Investment Management', 'Machine Learning', 'Mathematics', 'Probability & Statistics', 'Python Programming', 'Reinforcement Learning', 'Statistical Programming', 'Trading']",https://d15cw65ipctsrr.cloudfront.net/40/4b0fb9170f4e2181e3b55e1c7296a6/AI_for_Finance_Specialization_Coursera_Logo.png,FALSE,/specializations/machine-learning-trading,s12n~y8Xuwd_XEemocxJGJR9AKg,"This 3-course Specialization from Google Cloud and New York Institute of Finance (NYIF) is for finance professionals, including but",Machine Learning for Trading
403,17,Offered by University of Pennsylvania,Positive Psychology: Martin E. P. Seligman?�s Visionary Science,['https://coursera-university-assets.s3.amazonaws.com/5e/4003d6fe94ae4089d5daf13129a515/penn-logo.png'],TRUE,1-4 Weeks,"['Arabic', 'French', 'Ukrainian', 'Portuguese (Portugal)', 'Greek', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Beginner,84537,['University of Pennsylvania'],English,COURSE,4915,"['ar', 'fr', 'uk', 'pt', 'el', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.850457782,"['Education', 'Creativity', 'Psychology', 'Psychologies', 'Research and Design', 'Communication']",https://s3.amazonaws.com/coursera-course-photos/aa/455620c20311e690bdff42f215166e/PositivePsychology_MOOC_Icons_Course1.jpg,FALSE,/learn/positive-psychology-visionary-science,course~JWd4VXqhEeaDmw5QsxT7tQ,Dr. Martin E.P.  Seligman?�renowned worldwide as the ?�father of Positive Psychology?�—has led visionary leaps in the scientific,Positive Psychology: Martin E. P. Seligman?�s Visionary Science
404,,"
Offered by Johns Hopkins University",Advanced Statistics for Data Science,['https://coursera-university-assets.s3.amazonaws.com/74/7ae340ec6911e5b395490a2a565172/JHU-Logo-Square-Mini_180px.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Advanced,95694,['Johns Hopkins University'],English,SPECIALIZATION,650,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.419076923,"['Algebra', 'Artificial Neural Networks', 'Bayesian Statistics', 'Biostatistics', 'Business Analysis', 'Calculus', 'Communication', 'Data Analysis', 'Dimensionality Reduction', 'Econometrics', 'Experiment', 'General Statistics', 'Linear Algebra', 'Machine Learning', 'Machine Learning Algorithms', 'Marketing', 'Mathematics', 'Probability & Statistics', 'Probability Distribution', 'Python Programming', 'Regression', 'Statistical Machine Learning', 'Statistical Programming', 'Statistical Tests']",https://d15cw65ipctsrr.cloudfront.net/20/072d4521344715af77fe09d7c6725c/bootcamp_B-02-1-.jpg,FALSE,/specializations/advanced-statistics-data-science,s12n~TLdRZuEQEeqkDRL_pYf3Gw,"Fundamental concepts in probability, statistics and linear models are primary building blocks for data science work. Learners aspiring to become",Advanced Statistics for Data Science
405,,"
Offered by Lund University",Sustainable Cities and Communities,['https://coursera-university-assets.s3.amazonaws.com/60/1150d0e0ca11e3a2dce3847b2017f0/LU_square_logo_180x180.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Brazil)', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,102756,['Lund University'],English,SPECIALIZATION,2674,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.664435303,"['Adaptability', 'Behavioral Economics', 'Big Data', 'Business Analysis', 'Business Psychology', 'Communication', 'Data Management', 'Digital Marketing', 'Entrepreneurship', 'Innovation', 'Leadership and Management', 'Marketing', 'Research and Design', 'Strategy and Operations', 'Supply Chain and Logistics', 'Sustainability', 'User Experience Design']",https://d15cw65ipctsrr.cloudfront.net/33/03ee8a84b14b4f9f619dc118b9509d/specialisation-image.jpg,FALSE,/specializations/sustainable-cities,s12n~5DwS9oPJEeypjAo-aS--Gw,"In this specialisation you will learn how to drive change in cities and communities towards sustainable, climate friendly, just, healthy",Sustainable Cities and Communities
406,,"Create Your Own Internet of Things (IoT) Device
Offered by University of California, Irvine",An Introduction to Programming the Internet of Things (IOT),['https://coursera-university-assets.s3.amazonaws.com/39/31c7a00bb411e4b2adb7c560fb2da9/UCI_MB_PI_WM_300x300_YellowonBlue.png'],TRUE,3+ Months,"['Arabic', 'French', 'German', 'Italian', 'Portuguese (Portugal)', 'Russian', 'Spanish', 'Vietnamese']",Beginner,448509,"['University of California, Irvine']",English,SPECIALIZATION,18688,"['ar', 'en', 'fr', 'de', 'it', 'pt', 'ru', 'es', 'vi']",4.650808005,"['Arduino', 'C Programming Language Family', 'Computational Thinking', 'Computer Architecture', 'Computer Graphics', 'Computer Networking', 'Computer Programming', 'Hardware Design', 'Human Computer Interaction', 'Interactive Design', 'Internet', 'Internet Of Things', 'Microarchitecture', 'Network Architecture', 'Network Security', 'Operating Systems', 'Other Programming Languages', 'Python Programming', 'Security Engineering', 'Statistical Programming', 'Theoretical Computer Science', 'Virtual Reality']",https://d396qusza40orc.cloudfront.net/phoenixassets/iot/iotembeddedsystems.jpg,FALSE,/specializations/iot,s12n~2dgcgEtKEeWSww77HCUkbQ,"Design, create, and deploy a fun IoT device using Arduino and Raspberry Pi platforms.\n\nThis Specialization covers embedded systems",An Introduction to Programming the Internet of Things (IOT)
407,17,Offered by The University of Sydney,Positive Psychiatry and Mental Health,['https://coursera-university-assets.s3.amazonaws.com/b6/1c7980e65b11e585a5d1c2a17c7763/USY_Mono_Stacked_Logo_360x360.png'],TRUE,1-3 Months,"['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish']",Mixed,207766,['The University of Sydney'],English,COURSE,2815,"['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en']",4.752753108,"['Business Psychology', 'Entrepreneurship', 'Resilience', 'Psychologies', 'Mental Health', 'Psychology']",https://s3.amazonaws.com/coursera-course-photos/0f/4b0a004b1211e7aa5d7f0b94d133cc/PPSY-logo.jpg,TRUE,/learn/positive-psychiatry,course~CRZJ8GykEeWbyw5d8C-Blw,"In today?�s world, mental illness and distress are common and these account for a significant burden of disability within",Positive Psychiatry and Mental Health
